Título,Precio de venta,Editor,Fecha de lanzamiento,Idioma,Subtítulos,Año,País,Duración,Calificación,Link
Mentiras arriesgadas (Blu-Ray),"12,99 €",DIVISA RED S.A.,21 de octubre de 2024,"Castellano
Inglés
Italiano","Castellano
Italiano
Danés
Finés
Noruego
Sueco",1994,EEUU,141 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A51043018-mentiras-arriesgadas-blu-ray/?parentCategoryId=999.54220013&color=default
Pack Top Gun + Top Gun Maverick (DVD),"19,99 €",DIVISA RED S.A.,31 de octubre de 2022,"Inglés
Francés
Italiano
Español De América
Polaco
Checo","Castellano
Inglés
Chino
Danés
Finés
Francés
Checo
Italiano
Portugués
Español De América",1986,EEUU,241 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A45058019-pack-top-gun--top-gun-maverick-dvd/?parentCategoryId=999.54220013&color=default
Pack Top Gun + Top Gun Maverick (Blu-Ray),N/A,DIVISA RED S.A.,31 de octubre de 2022,"Inglés
Francés
Italiano
Español De América
Polaco
Checo","Castellano
Inglés
Chino
Danés
Finés
Francés
Checo
Italiano
Portugués
Español De América",1986,EEUU,241 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A45058045-pack-top-gun--top-gun-maverick-blu-ray/?parentCategoryId=999.54220013&color=default
Willow (Blu-Ray),"12,99 €",Fox Home,13 de marzo de 2013,"Inglés, DTS HD Master Audio, 5,1
Castellano, DTS, 5,1
Francés, DTS, 5,1","Castellano
Francés
Danés
Holandés
Finés
Noruego
Sueco",1988,EEUU,126 min,Para todos los públicos,https://www.elcorteingles.es/cine/A8557366-willow-blu-ray/?parentCategoryId=999.54220013&color=default
John Wick: Pacto de sangre (Blu-Ray),"12,99 €",EONE,23 de agosto de 2017,"Inglés, Dolby Atmos
Castellano, DTS-HD 7,1",Castellano,2017,EEUU,120 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A23312164-john-wick-pacto-de-sangre-blu-ray/?parentCategoryId=999.54220013&color=default
Límite vertical (Edición 2020) (Blu-Ray),N/A,SONY PICTURES HOME ENTERTAINMENT,19 de febrero de 2020,"Inglés, Dolby Digital 5,1
Castellano, Dolby Digital 5,1","Castellano
Inglés
Portugués
Griego",2000,EEUU,124 min,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A33436713-limite-vertical-edicion-2020-blu-ray/?parentCategoryId=999.54220013&color=default
Pack The Equalizer 1-3 (4K Ultra HD + Blu-Ray),"59,95 €",Sony,14 de diciembre de 2023,"Inglés, Dolby Atmos
Castellano, DTS HD Master Audio 5,1",Castellano,2023,EEUU,361 min,Exclusivamente mayores de 18 años,https://www.elcorteingles.es/cine/A49875350-pack-the-equalizer-1-3-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Iron Man 1 (Blu-Ray),"10,99 €",SONY PICTURES HOME ENTERTAINMENT,14 de noviembre de 2018,"Castellano, Dolby TrueHD
,
Catalán, Dolby Digital 5,1
,
,
Inglés, Dolby TrueHD","Inglés
Castellano",2008,EEUU,126 min,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A28262593-iron-man-1-blu-ray/?parentCategoryId=999.54220013&color=default
Misión imposible 4: Protocolo fantasma (Edición Metálica) (4K Ultra HD + Blu-Ray),N/A,DIVISA RED S.A.,6 de julio de 2023,"Castellano
Inglés
Francés
Italiano
Alemán
Japonés
Portugués","Castellano
Inglés
Danés
Finés
Español De América
Italiano
Francés
Japonés
Alemán
Neerlandés",2011,EEUU,125 min,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A48309861-mision-imposible-4-protocolo-fantasma-edicion-metalica-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
El profesional (Léon) (Blu-Ray),"9,99 €",DIVISA RED S.A.,10 de diciembre de 2024,"Castellano, DTS HD Master Audio 5,1
Inglés, DTS HD Master Audio 5,1",Castellano,1994,Francia,133 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A53553943-el-profesional-leon-blu-ray/?parentCategoryId=999.54220013&color=default
Pack Arma letal 1-4 (Blu-Ray),"39,95 €",Warner,20 de marzo de 2024,"Castellano, Dolby Digital 5,1
Inglés, DTS HD Master Audio 5,1",Castellano,1998,EEUU,467 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A50892754-pack-arma-letal-1-4-blu-ray/?parentCategoryId=999.54220013&color=default
Rush (Blu-Ray),"9,99 €",EONE,27 de junio de 2018,"Inglés, DTS-HD 5,1
Castellano, DTS-HD 5,1","Inglés
Castellano",2013,EEUU,123 min,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A26654693-rush-blu-ray/?parentCategoryId=999.54220013&color=default
Snatch: Cerdos y diamantes (4K Ultra HD + Blu-Ray),"19,95 €",SONY PICTURES HOME ENTERTAINMENT,22 de septiembre de 2021,"Inglés, Dolby TrueHD
Castellano, DTS HD Master Audio 5,1
Francés, DTS HD Master Audio 5,1
Italiano, DTS HD Master Audio 5,1
Alemán, DTS HD Master Audio 5,1","Castellano
Francés
Italiano
Alemán",2000,EEUU,103 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A40744975-snatch-cerdos-y-diamantes-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Megalodón (4K Ultra HD + Blu-Ray),"19,95 €",Warner,22 de noviembre de 2023,"Castellano, Dolby Digital 5,1
Inglés, Dolby Atmos",Castellano,2018,EEUU,113 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A49638224-megalodon-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Rambo: Acorralado (4K Ultra HD + Blu-Ray),N/A,DIVISA RED S.A.,30 de noviembre de 2023,"Castellano
Inglés",Castellano,1982,EEUU,97 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A49509107-rambo-acorralado-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Sakra (Blu-Ray),"18,95 €",KARMA FILMS,10 de septiembre de 2024,"Mandarín, DTS HD Master Audio 5,1
Castellano, DTS HD Master Audio 5,1
Cantonés, DTS HD Master Audio 5,1",Castellano,2023,Hong-Kong,130 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A52558379-sakra-blu-ray/?parentCategoryId=999.54220013&color=default
Sanjuro (Blu-Ray),"17,95 €",A CONTRACORRIENTE,15 de marzo de 2022,"Japonés, DTS HD Master Audio 2 Mono",Castellano,1962,Japón,96 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A42727618-sanjuro-blu-ray/?parentCategoryId=999.54220013&color=default
Marvel Héroes Boxset (DVD),"24,94 €","T.C. Fox. H.E. ESPAñA, S.A.",23 de noviembre de 2016,"Italiano
Castellano","Castellano
Portugués
Inglés
Noruego
Sueco
Polaco
Danés
Griego
Italiano",,,125,No Disponible,https://www.elcorteingles.es/cine/MP_0000572_cine7882-marvel-heroes-boxset-dvd/?parentCategoryId=999.54220013&color=default
The italian job (Edición Metálica) (4K Ultra HD + Blu-Ray),"31,99 €",DIVISA RED S.A.,19 de mayo de 2023,"Castellano
Inglés
Francés
Italiano","Castellano
Inglés
Italiano
Español De América
Francés
Neerlandés",2003,EEUU,104 min,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A47589868-the-italian-job-edicion-metalica-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Misión imposible 5: Nación secreta (Edición Metálica) (4K Ultra HD + Blu-Ray),"31,99 €",,,,,,,,,https://www.elcorteingles.es/cine/A48309862-mision-imposible-5-nacion-secreta-edicion-metalica-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
"Nikita, dura de matar (Edición Metálica) (4K Ultra HD + Blu-Ray)","31,99 €",DIVISA RED S.A.,16 de septiembre de 2024,"Castellano
Francés",Castellano,1990,Francia,116 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A51910174-nikita-dura-de-matar-edicion-metalica-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
El último dragón (4K Ultra HD + Blu-Ray),"19,95 €",Sony,24 de enero de 2024,"Castellano, Dolby Digital 5,1
Inglés, Dolby Atmos",Inglés,1985,EEUU,108 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A50250084-el-ultimo-dragon-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Thor: Love and thunder (Blu-Ray),"14,99 €",DIVISA RED S.A.,6 de octubre de 2022,"Inglés
Italiano","Castellano
Danés
Finés
Italiano
Noruego
Sueco",2022,EEUU,118 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A45058029-thor-love-and-thunder-blu-ray/?parentCategoryId=999.54220013&color=default
Misión imposible 7: Sentencia mortal (Blu-Ray),"12,99 €",DIVISA RED S.A.,31 de octubre de 2023,"Castellano
Inglés
Italiano
Alemán","Castellano
Inglés
Alemán
Italiano
Turco",2023,EEUU,163 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A49168622-mision-imposible-7-sentencia-mortal-blu-ray/?parentCategoryId=999.54220013&color=default
Regreso al Lago Azul Return to the Blue Lagoon,"16,53 €",DVD STORE,9 de enero de 2024,"Castellano
Italiano
Inglés
Alemán
Francés
Portugués
Inglés
Castellano","Francés
Alemán
Italiano
Portugués
Castellano
Inglés",1991,EEUU,101,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_112239-regreso-al-lago-azul-return-to-the-blue-lagoon/?parentCategoryId=999.54220013&color=default
John Wick (Otro día para matar) (DVD),"15,99 €",DIVISA RED S.A.,30 de junio de 2023,"Castellano
Inglés",Castellano,2017,EEUU,101 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A47870737-john-wick-otro-dia-para-matar-dvd/?parentCategoryId=999.54220013&color=default
Desafío total (Blu-Ray),"13,99 €",DIVISA RED S. A.,9 de marzo de 2018,"Castellano
Inglés",Castellano,1990,EEUU,109 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A25670115-desafio-total-blu-ray/?parentCategoryId=999.54220013&color=default
Top Gun (Blu-Ray),"12,99 €",DIVISA RED S. A.,4 de marzo de 2021,"Castellano
Inglés",Castellano,1986,EEUU,109 min,Para todos los públicos,https://www.elcorteingles.es/cine/A38745766-top-gun-blu-ray/?parentCategoryId=999.54220013&color=default
Los Vikingos (Blu-Ray) (The Vikings),N/A,,7 de diciembre de 2017,"Castellano
Castellano",Español,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436022329386-los-vikingos-blu-ray-the-vikings/?parentCategoryId=999.54220013&color=default
Rocky V (Edición Metálica) (4K Ultra HD + Blu-Ray),"27,95 €",Warner,26 de julio de 2024,Inglés,,1990,EEUU,104,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A52193355-rocky-v-edicion-metalica-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Collateral (Blu-Ray),"12,99 €",DIVISA RED S. A.,4 de marzo de 2021,"Castellano
Inglés",Castellano,2004,EEUU,120 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A38745739-collateral-blu-ray/?parentCategoryId=999.54220013&color=default
El señor de los anillos: La comunidad del anillo (Blu-Ray),"16,95 €",Warner,15 de diciembre de 2017,"Castellano, DTS HD Master Audio 5,1
Inglés, DTS HD Master Audio 5,1","Castellano
Inglés",2001,EEUU,178 min,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/A24480721-el-senor-de-los-anillos-la-comunidad-del-anillo-blu-ray/?parentCategoryId=999.54220013&color=default
Jungle Cruise (Blu-Ray),"12,99 €",Disney,6 de octubre de 2021,"Castellano, DTS-Surround 5,1
Inglés, DTS Master Audio
Italiano, Dolby Digital Plus 7,1
Checo, Dolby Digital 5,1
Polaco, Dolby Digital 5,1","Castellano
Italiano
Polaco
Checo",2021,EEUU,127 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A41210282-jungle-cruise-blu-ray/?parentCategoryId=999.54220013&color=default
Los mercenarios 4 (Blu-Ray),"18,95 €",VERTICE 360,23 de enero de 2024,"Inglés, DTS HD Master Audio 5,1
Castellano, DTS HD Master Audio 5,1",Castellano,2023,EEUU,103 min,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A50144321-los-mercenarios-4-blu-ray/?parentCategoryId=999.54220013&color=default
Furia (Blu-Ray),N/A,DIVISA RED S.A.,4 de marzo de 2025,"Castellano, DTS HD Master Audio 5,1
Inglés, DTS HD Master Audio 5,1",Castellano,2024,EEUU,101 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A54669986-furia-blu-ray/?parentCategoryId=999.54220013&color=default
Sonic: Colección 3 películas (4K Ultra HD + Blu-Ray),"46,99 €",DIVISA RED S.A.,14 de abril de 2025,"Castellano, DTS-Surround 5,1
Alemán, DTS-Surround 5,1
Francés, DTS-Surround 5,1
Portugués, DTS-Surround 5,1
Italiano, DTS-Surround 5,1
Checo, DTS-Surround 5,1
Inglés, Dolby Atmos","Castellano
Inglés
Italiano
Danés
Finés
Francés
Noruego
Alemán
Checo",2020,EEUU,331 min,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A54961738-sonic-coleccion-3-peliculas-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
"Yo, el halcón (Blu-Ray)","11,95 €",MGM,17 de julio de 2013,"Inglés, Dolby Surround
Francés, Dolby Surround
Castellano, Dolby Surround
Alemán, Dolby Surround","Castellano
Búlgaro
Sueco
Danés
Finlandés
Holandés
Polaco
Griego
Rumano",,EEUU,,Para todos los públicos,https://www.elcorteingles.es/cine/A9551999-yo-el-halcon-blu-ray/?parentCategoryId=999.54220013&color=default
007 Spectre (DVD),N/A,MGM,26 de febrero de 2016,"Inglés, Dolby Digital 5
Castellano, Dolby Digital 5",Inglés,2006,Reino Unido,538 min,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/A17330058-007-spectre-dvd/?parentCategoryId=999.54220013&color=default
Rambo. Last Blood (DVD),"15,99 €",VERTICE 360,18 de febrero de 2020,"Inglés, Dolby Digital Plus 5,1
Castellano, Dolby Digital Plus 5,1",Castellano,2019,Bulgaria,97 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A33499272-rambo-last-blood-dvd/?parentCategoryId=999.54220013&color=default
El reino de los cielos. El montaje del director (Blu-Ray),"12,99 €",Fox Home,23 de enero de 2007,",",,Wed Mar 14 00:00:00 CET 2007,,95 min,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A3864834-el-reino-de-los-cielos-el-montaje-del-director-blu-ray/?parentCategoryId=999.54220013&color=default
John Wick (Otro día para matar) (Blu-Ray),"17,99 €",DIVISA RED S.A.,30 de junio de 2023,"Castellano
Inglés",Castellano,2017,EEUU,101 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A47870743-john-wick-otro-dia-para-matar-blu-ray/?parentCategoryId=999.54220013&color=default
Código banshee (Blu-Ray),"12,99 €",DIVISA RED S.A.,8 de noviembre de 2022,"Castellano
Inglés",Castellano,2022,EEUU,93 min,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A45328689-codigo-banshee-blu-ray/?parentCategoryId=999.54220013&color=default
Atrapado por su pasado (Blu-Ray),"12,99 €",UNIVERSAL,16 de junio de 2010,",",,Mon Jul 05 00:00:00 CEST 2010,EEUU,138 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A3865224-atrapado-por-su-pasado-blu-ray/?parentCategoryId=999.54220013&color=default
La máscara del Zorro (4K Ultra HD + Blu-Ray),N/A,SONY PICTURES HOME ENTERTAINMENT,22 de mayo de 2020,Castellano,,1998,EEUU,,,https://www.elcorteingles.es/cine/A35293851-la-mascara-del-zorro-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Red (Edición Metálica) (Blu-Ray),"25,99 €",DIVISA RED S. A.,12 de julio de 2022,"Castellano
Inglés
Catalán",Castellano,2022,EEUU,100 min,Para todos los públicos,https://www.elcorteingles.es/cine/A44086807-red-edicion-metalica-blu-ray/?parentCategoryId=999.54220013&color=default
Le llaman Bodhi (Blu-Ray),"11,95 €",Warner,15 de diciembre de 2022,"Inglés, DTS HD Master Audio 5,1
Castellano, Dolby Digital 5,1",Castellano,1991,EEUU,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A45904343-le-llaman-bodhi-blu-ray/?parentCategoryId=999.54220013&color=default
Pack: Objetivo: La Casa Blanca + Objetivo: Londres (DVD),N/A,EONE,31 de agosto de 2016,"Inglés, 5,1
Castellano, 5,1","Inglés
Castellano",2016,EEUU,208 min,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A19637291-pack-objetivo-la-casa-blanca--objetivo-londres-dvd/?parentCategoryId=999.54220013&color=default
Blanco humano (Blu-Ray),"9,99 €",UNIVERSAL,31 de julio de 2013,"Inglés, DTS HD Master Audio, 5,1
Castellano, Digital Surround, DTS, 2
Italiano, Digital Surround, DTS, 2
Alemán, Digital Surround, DTS, 5,1
Francés, Digital Surround, DTS, 5,1","Castellano
Italiano
Alemán
Japonés
Checo
Danés
Holandés
Finlandés
Griego
Húngaro
Coreano
Noruego
Polaco
Portugués
Ruso
Sueco
Tailandés
Turco
Mandarín
Francés",,,99 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A9442611-blanco-humano-blu-ray/?parentCategoryId=999.54220013&color=default
LAS CUATRO PLUMAS 1939,16 €,DVD STORE,,Español,,1939,Reino Unido,115,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_45-las-cuatro-plumas-1939/?parentCategoryId=999.54220013&color=default
Ambulance: plan de huida (Blu-Ray),N/A,UNIVERSAL,26 de agosto de 2022,"Inglés, Dolby Atmos
Castellano, Dolby Digital Plus 7,1",Castellano,2022,EEUU,136 min,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A44447638-ambulance-plan-de-huida-blu-ray/?parentCategoryId=999.54220013&color=default
Misión hostil (Blu-Ray),"18,95 €",KARMA FILMS,10 de septiembre de 2024,"Inglés, DTS HD Master Audio 5,1
Castellano, DTS HD Master Audio 5,1",Castellano,2024,EEUU,113 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A52558378-mision-hostil-blu-ray/?parentCategoryId=999.54220013&color=default
Bad Boys: Ride or Die (DVD),"17,95 €",SONY PICTURES HOME ENTERTAINMENT,25 de septiembre de 2024,"Inglés, Dolby Digital 5,1
Castellano, Dolby Digital 5,1",Castellano,2024,EEUU,111 min,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A52766433-bad-boys-ride-or-die-dvd/?parentCategoryId=999.54220013&color=default
Rambo: Acorralado II (4K Ultra HD + Blu-Ray),"19,99 €",DIVISA RED S.A.,30 de noviembre de 2023,"Castellano
Inglés",Castellano,1985,EEUU,94 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A49509108-rambo-acorralado-ii-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Belle y Sebastián. La nueva generación (DVD),"16,95 €",,,,,,,,,https://www.elcorteingles.es/cine/A48882547-belle-y-sebastian-la-nueva-generacion-dvd/?parentCategoryId=999.54220013&color=default
Pack Lobezno inmortal: 1 + 2 (DVD),N/A,FOX,5 de julio de 2017,"Castellano, Dolby Digital 5,1
Inglés, Dolby Digital 5,1","Castellano
Inglés",2013,EEUU,228 min,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A23016260-pack-lobezno-inmortal-1--2-dvd/?parentCategoryId=999.54220013&color=default
Furiosa: De la saga Mad Max (Blu-Ray),N/A,Warner,28 de agosto de 2024,"Castellano, DTS HD Master Audio 5,1
Inglés, Dolby Atmos",Castellano,2024,EEUU,148 min,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A52641408-furiosa-de-la-saga-mad-max-blu-ray/?parentCategoryId=999.54220013&color=default
Robocop (Blu-Ray),"11,95 €",MGM,3 de diciembre de 2014,",",,,,,No Disponible,https://www.elcorteingles.es/cine/A13747682-robocop-blu-ray/?parentCategoryId=999.54220013&color=default
Jumanji: Bienvenidos a la jungla (Blu-Ray),"15,99 €",SONY PICTURES HOME ENTERTAINMENT,13 de abril de 2018,"Castellano, DTS-HD 7,1
,
,
,
Italiano, Dolby Digital Plus 7,1
,
Inglés, Dolby Digital 5,1","Castellano
Portugués
Inglés
Árabe
Búlgaro
Checo
Croata
Eslovaco
Griego
Hebreo",2017,EEUU,119 min,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A25975297-jumanji-bienvenidos-a-la-jungla-blu-ray/?parentCategoryId=999.54220013&color=default
Twister (Blu-Ray),"12,99 €",UNIVERSAL,31 de marzo de 2009,",",,Mon Jun 01 00:00:00 CEST 2009,EEUU,112 min,Para todos los públicos,https://www.elcorteingles.es/cine/A3865074-twister-blu-ray/?parentCategoryId=999.54220013&color=default
La vida de Pi (Blu-Ray),"12,99 €",DIVISA RED S.A.,14 de abril de 2025,"Castellano, DTS 5,1
Inglés, DTS HD Master Audio 5,1
Inglés, Dolby Digital 5,1
Portugués, Dolby Digital 5,1
Ruso, DTS 5,1
Hindi, Dolby Digital 5,1
Telugu, Dolby Digital 5,1
Ucraniano, Dolby Digital 5,1","Castellano
Inglés
Portugués
Ruso
Estonio
Hindi
Letón
Lituano
Tamil
Ucraniano",2012,EEUU,126 min,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A54961763-la-vida-de-pi-blu-ray/?parentCategoryId=999.54220013&color=default
Roadhouse Movies. El cine de la Ruta 66 (DVD),"14,95 €","TEMA DISTRIBUCIONES DISCOGRAFICAS, S.L.",28 de junio de 2010,"Inglés
Castellano","Castellano
Catalán
Inglés",,,99,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0000572_cine6444-roadhouse-movies-el-cine-de-la-ruta-66-dvd/?parentCategoryId=999.54220013&color=default
TERMINATOR (DVD,N/A,,19 de abril de 2018,"Alemán
Alemán
Alemán",Español,,,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008555_8420266991225-terminator-dvd/?parentCategoryId=999.54220013&color=default
Sonic: Colección 3 películas (DVD),"26,99 €",DIVISA RED S.A.,14 de abril de 2025,"Castellano, DTS-Surround 5,1
Inglés, DTS-Surround 5,1
Alemán, DTS-Surround 5,1
Italiano, DTS-Surround 5,1
Francés, DTS-Surround 5,1","Castellano
Inglés
Italiano
Francés
Alemán",2020,EEUU,321 min,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A54961748-sonic-coleccion-3-peliculas-dvd/?parentCategoryId=999.54220013&color=default
"Stars Wars, El Ataque de los Clones (2020) EP. II (Blu-Ray)","14,99 €",FOX,26 de agosto de 2020,",",,,EEUU,351 min,Para todos los públicos,https://www.elcorteingles.es/cine/A35077369-stars-wars-el-ataque-de-los-clones-2020-ep-ii-blu-ray/?parentCategoryId=999.54220013&color=default
Stars Wars: La Venganza de los Sith (2020) EP. III (Blu-Ray),"14,99 €",FOX,26 de agosto de 2020,",",,,EEUU,486 min,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A35077370-stars-wars-la-venganza-de-los-sith-2020-ep-iii-blu-ray/?parentCategoryId=999.54220013&color=default
La Guerra de las galaxias (2020) (Blu-Ray),"14,99 €",FOX,26 de agosto de 2020,",",,,EEUU,240 min,Para todos los públicos,https://www.elcorteingles.es/cine/A35077373-la-guerra-de-las-galaxias-2020-blu-ray/?parentCategoryId=999.54220013&color=default
Stars Wars: El Imperio Contraataca (2020) EP. V (Blu-Ray),"14,99 €",FOX,26 de agosto de 2020,",",,,EEUU,261 min,Para todos los públicos,https://www.elcorteingles.es/cine/A35077374-stars-wars-el-imperio-contraataca-2020-ep-v-blu-ray/?parentCategoryId=999.54220013&color=default
Misión imposible 3 (Edición Metálica) (4K Ultra HD + Blu-Ray),N/A,DIVISA RED S.A.,6 de julio de 2023,"Castellano
Inglés
Francés
Italiano
Alemán
Japonés
Portugués","Castellano
Inglés
Danés
Finés
Español De América
Italiano
Francés
Japonés
Alemán
Neerlandés",2006,EEUU,125 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A48309860-mision-imposible-3-edicion-metalica-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Top Gun: Maverick (Edición metálica) (4K Ultra HD + Blu-Ray),"31,99 €",DIVISA RED S.A.,31 de octubre de 2022,"Inglés
Francés
Italiano
Español De América
Polaco
Checo","Castellano
Inglés
Chino
Danés
Finés
Francés
Checo
Italiano
Portugués
Español De América",2022,EEUU,131 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A45058033-top-gun-maverick-edicion-metalica-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Misión imposible 2 (Edición Metálica) (4K Ultra HD + Blu-Ray),"31,99 €",DIVISA RED S.A.,30 de junio de 2023,"Castellano
Inglés
Francés
Italiano
Portugués","Castellano
Inglés
Danés
Finés
Italiano
Francés
Neerlandés
Noruego
Sueco
Portugués",2000,EEUU,121 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A47870745-mision-imposible-2-edicion-metalica-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Fast & Furious X (Blu-Ray),"19,95 €",UNIVERSAL,27 de septiembre de 2023,"Castellano, Dolby Digital Plus 7,1
Inglés, Dolby Atmos",Castellano,2023,EEUU,140 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A48927916-fast-and-furious-x-blu-ray/?parentCategoryId=999.54220013&color=default
El Cisne Negro BDr 1942 The Black Swan,"12,44 €",DVD STORE,9 de enero de 2024,Castellano,"Español
Inglés
Portugués",1942,EEUU,85,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_14841-el-cisne-negro-bdr-1942-the-black-swan/?parentCategoryId=999.54220013&color=default
Rambo III (4K Ultra HD + Blu-Ray),"19,99 €",DIVISA RED S.A.,30 de noviembre de 2023,"Castellano
Inglés",Castellano,1988,EEUU,101 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A49509109-rambo-iii-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Pack Fast & Furious 1-9 (4K Ultra HD),N/A,UNIVERSAL,29 de octubre de 2021,"Inglés,
Castellano, Dolby Digital Plus",Castellano,2021,EEUU,1104 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A41305309-pack-fast-and-furious-1-9-4k-ultra-hd/?parentCategoryId=999.54220013&color=default
Megalodón 2: La fosa (Edición Metálica) (4K Ultra HD + Blu-Ray),"32,95 €",Warner,22 de noviembre de 2023,"Castellano, Dolby Atmos
Inglés, Dolby Atmos",Castellano,2023,EEUU,115 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A49638220-megalodon-2-la-fosa-edicion-metalica-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Rocky I (Edición metálica) (4K Ultra HD + Blu-Ray),"27,95 €",Warner,15 de marzo de 2023,"Inglés, DTS HD Master Audio 5,1
Castellano, DTS-Surround 5,1",Castellano,1977,EEUU,120 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A46922074-rocky-i-edicion-metalica-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Pokémon: Detective Pikachu (Blu-Ray),N/A,Warner,13 de septiembre de 2019,",",,2019,EEUU,,Para todos los públicos,https://www.elcorteingles.es/cine/A30602137-pokemon-detective-pikachu-blu-ray/?parentCategoryId=999.54220013&color=default
